"","schoolcode","sssdistrict","ssslong","ssslat","programplaced","cutoff","quality","size"
"2107",50103,"Kumasi Metro",NA,NA,"General Science",338,357.909090909091,55
"2108",50103,"Kumasi Metro",NA,NA,"General Arts",357,369.218181818182,110
"2109",50103,"Kumasi Metro",NA,NA,"Home Economics",349,359.090909090909,55
"2110",50103,"Kumasi Metro",NA,NA,"Visual Arts",324,344.345454545455,55
"2111",50103,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",338,357.909090909091,55
"2112",50103,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",357,369.218181818182,110
"2113",50103,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",349,359.090909090909,55
"2114",50103,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",324,344.345454545455,55
"2115",50104,"Kumasi Metro",NA,NA,"Business",340,362.746153846154,130
"2116",50104,"Kumasi Metro",NA,NA,"Visual Arts",351,367.35,40
"2117",50104,"Kumasi Metro",NA,NA,"Agriculture",345,364.475,40
"2118",50104,"Kumasi Metro",NA,NA,"General Science",363,377.4125,80
"2119",50104,"Kumasi Metro",NA,NA,"General Arts",350,365.386904761905,168
"2120",50104,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",340,362.746153846154,130
"2121",50104,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",351,367.35,40
"2122",50104,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Agriculture",345,364.475,40
"2123",50104,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",363,377.4125,80
"2124",50104,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",350,365.386904761905,168
"2125",50105,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",362,372.815384615385,130
"2126",50105,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Agriculture",348,364.977777777778,45
"2127",50105,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",369,377.819047619048,105
"2128",50105,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",361,371.933333333333,45
"2129",50105,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",369,380.3125,80
"2130",50105,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",344,356.155555555556,45
"2131",50105,"Asokore Mampong Municipal",NA,NA,"Business",362,372.815384615385,130
"2132",50105,"Asokore Mampong Municipal",NA,NA,"Agriculture",348,364.977777777778,45
"2133",50105,"Asokore Mampong Municipal",NA,NA,"General Arts",369,377.819047619048,105
"2134",50105,"Asokore Mampong Municipal",NA,NA,"Visual Arts",361,371.933333333333,45
"2135",50105,"Asokore Mampong Municipal",NA,NA,"General Science",369,380.3125,80
"2136",50105,"Asokore Mampong Municipal",NA,NA,"Home Economics",344,356.155555555556,45
"2137",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",324,337,40
"2138",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",334,347.345,200
"2139",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",328,345.58389261745,149
"2140",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",321,339.35,80
"2141",50106,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",310,340.162962962963,135
"2142",50107,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",350,365.6,30
"2143",50107,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",375,386.177777777778,135
"2144",50107,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",379,391.708955223881,134
"2145",50107,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",369,381.785185185185,135
"2146",50107,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",366,377.7,70
"2147",50107,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Agriculture",361,373.675,40
"2148",50108,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",385,400.44,50
"2149",50108,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",374,393.493333333333,150
"2150",50108,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",374,395.846666666667,150
"2151",50108,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",387,410.896,250
"2152",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",327,342.09243697479,119
"2153",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",306,329.2,120
"2154",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",311,342.381818181818,110
"2155",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",332,352.22,50
"2156",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Technical",290,316.7,50
"2157",50109,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",300,320.6,50
"2158",50110,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",390,403.166666666667,120
"2159",50110,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",402,420.13,200
"2160",50110,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",387,403.641666666667,120
"2161",50110,"Kumasi Metro",NA,NA,"General Arts",390,403.166666666667,120
"2162",50110,"Kumasi Metro",NA,NA,"General Science",402,420.13,200
"2163",50110,"Kumasi Metro",NA,NA,"Business",387,403.641666666667,120
"2164",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Agriculture",319,344.6,45
"2165",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",327,355.525925925926,135
"2166",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",335,355.233576642336,137
"2167",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",335,353.375,136
"2168",50111,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",346,358.977777777778,45
"2169",50112,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",309,325.76,100
"2170",50112,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Technical",304,327.526666666667,150
"2171",50112,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",316,334,50
"2172",50112,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",302,323.724832214765,149
"2173",50112,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",293,312.32,50
"2174",50112,"Kumasi Metro",NA,NA,"Visual Arts",309,325.76,100
"2175",50112,"Kumasi Metro",NA,NA,"Technical",304,327.526666666667,150
"2176",50112,"Kumasi Metro",NA,NA,"General Science",316,334,50
"2177",50112,"Kumasi Metro",NA,NA,"Business",302,323.724832214765,149
"2178",50112,"Kumasi Metro",NA,NA,"Home Economics",293,312.32,50
"2179",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",333,345.542857142857,70
"2180",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",355,365.866666666667,60
"2181",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",348,361.366666666667,60
"2182",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Agriculture",327,344.355555555556,45
"2183",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",316,331.871428571429,70
"2184",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Technical",307,330.03,200
"2185",50113,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",351,369.377777777778,45
"2186",50114,"Kumasi Metro",NA,NA,"General Arts",344,356.875,120
"2187",50114,"Kumasi Metro",NA,NA,"Visual Arts",306,330.275,40
"2188",50114,"Kumasi Metro",NA,NA,"Home Economics",340,351.5,40
"2189",50114,"Kumasi Metro",NA,NA,"Business",310,335.9375,80
"2190",50114,"Kumasi Metro",NA,NA,"General Science",334,360.425,40
"2191",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",344,356.875,120
"2192",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",306,330.275,40
"2193",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",340,351.5,40
"2194",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",310,335.9375,80
"2195",50114,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",334,360.425,40
"2196",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",312,327.815,200
"2197",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",330,349.42,50
"2198",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",307,322.74,50
"2199",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",298,313.68,50
"2200",50115,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",302,326.8625,160
"2205",50119,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",314,348.2,45
"2206",50119,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Agriculture",241,295.058823529412,34
"2207",50119,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",278,321.377777777778,45
"2208",50119,"Kumasi Metro",NA,NA,"General Arts",314,348.2,45
"2209",50119,"Kumasi Metro",NA,NA,"Agriculture",241,295.058823529412,34
"2210",50119,"Kumasi Metro",NA,NA,"Business",278,321.377777777778,45
"2231",50139,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",259,314.721153846154,208
"2232",50139,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",207,282.019867549669,151
"2233",50139,"",NA,NA,"General Arts",259,314.721153846154,208
"2234",50139,"",NA,NA,"Business",207,282.019867549669,151
"2282",50201,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Arts",376,394.36875,160
"2283",50201,"Kumasi Metro",-1.59718716144562,6.68205976486206,"General Science",366,392,120
"2284",50201,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Visual Arts",355,376.692307692308,39
"2285",50201,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Home Economics",375,390.65,40
"2286",50201,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Business",352,377.733333333333,120
"2287",50201,"Kumasi Metro",-1.59718716144562,6.68205976486206,"Agriculture",346,367.85,20
"2288",50202,"Atwima Nwabiagya",NA,NA,"General Arts",324,336.444,250
"2289",50202,"Atwima Nwabiagya",NA,NA,"Business",314,331.54,150
"2290",50202,"Atwima Nwabiagya",NA,NA,"Visual Arts",321,333.7,50
"2291",50202,"Atwima Nwabiagya",NA,NA,"General Science",331,347.26,50
"2292",50202,"Atwima Nwabiagya",NA,NA,"Agriculture",314,326.68,50
"2293",50202,"Atwima Nwabiagya",NA,NA,"Home Economics",322,334.26,50
"2294",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Arts",324,336.444,250
"2295",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Business",314,331.54,150
"2296",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Visual Arts",321,333.7,50
"2297",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Science",331,347.26,50
"2298",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Agriculture",314,326.68,50
"2299",50202,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Home Economics",322,334.26,50
"2300",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Arts",312,333.708542713568,199
"2301",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Visual Arts",325,340.4,50
"2302",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Agriculture",324,340.08,50
"2303",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Science",275,326.22,150
"2304",50203,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Business",317,338.62,100
"2305",50203,"Atwima Nwabiagya",NA,NA,"General Arts",312,333.708542713568,199
"2306",50203,"Atwima Nwabiagya",NA,NA,"Visual Arts",325,340.4,50
"2307",50203,"Atwima Nwabiagya",NA,NA,"Agriculture",324,340.08,50
"2308",50203,"Atwima Nwabiagya",NA,NA,"General Science",275,326.22,150
"2309",50203,"Atwima Nwabiagya",NA,NA,"Business",317,338.62,100
"2310",50204,"Atwima Nwabiagya",NA,NA,"Home Economics",288,306.7875,80
"2311",50204,"Atwima Nwabiagya",NA,NA,"Agriculture",272,297.291666666667,120
"2312",50204,"Atwima Nwabiagya",NA,NA,"Visual Arts",284,303.7125,80
"2313",50204,"Atwima Nwabiagya",NA,NA,"Technical",283,299.4875,80
"2314",50204,"Atwima Nwabiagya",NA,NA,"General Arts",306,323.75,120
"2315",50204,"Atwima Nwabiagya",NA,NA,"Business",293,311.741666666667,120
"2316",50204,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Home Economics",288,306.7875,80
"2317",50204,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Agriculture",272,297.291666666667,120
"2318",50204,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Visual Arts",284,303.7125,80
"2319",50204,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Technical",283,299.4875,80
"2320",50204,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Arts",306,323.75,120
"2321",50204,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Business",293,311.741666666667,120
"2322",50205,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Technical",264,283.75,40
"2323",50205,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Arts",209,267.968253968254,63
"2324",50205,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Visual Arts",265,280.8,50
"2325",50205,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Home Economics",265,277.04,50
"2326",50205,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Business",242,271.383333333333,120
"2327",50205,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Agriculture",263,284.72,50
"2328",50205,"Atwima Mponua",NA,NA,"Technical",264,283.75,40
"2329",50205,"Atwima Mponua",NA,NA,"General Arts",209,267.968253968254,63
"2330",50205,"Atwima Mponua",NA,NA,"Visual Arts",265,280.8,50
"2331",50205,"Atwima Mponua",NA,NA,"Home Economics",265,277.04,50
"2332",50205,"Atwima Mponua",NA,NA,"Business",242,271.383333333333,120
"2333",50205,"Atwima Mponua",NA,NA,"Agriculture",263,284.72,50
"2334",50206,"Atwima Nwabiagya",NA,NA,"General Arts",233,267.077777777778,180
"2335",50206,"Atwima Nwabiagya",NA,NA,"General Science",210,266.692307692308,39
"2336",50206,"Atwima Nwabiagya",NA,NA,"Business",212,259.191666666667,120
"2337",50206,"Atwima Mponua",NA,NA,"General Arts",233,267.077777777778,180
"2338",50206,"Atwima Mponua",NA,NA,"General Science",210,266.692307692308,39
"2339",50206,"Atwima Mponua",NA,NA,"Business",212,259.191666666667,120
"2340",50206,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Arts",233,267.077777777778,180
"2341",50206,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Science",210,266.692307692308,39
"2342",50206,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Business",212,259.191666666667,120
"2343",50207,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"General Arts",205,258.094972067039,179
"2344",50207,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Business",217,250.184210526316,76
"2345",50207,"Atwima / Nwabiagya (Nkawie)",-1.80875706672668,6.68133735656738,"Agriculture",223,254.231707317073,82
"2346",50207,"Atwima Mponua",NA,NA,"General Arts",205,258.094972067039,179
"2347",50207,"Atwima Mponua",NA,NA,"Business",217,250.184210526316,76
"2348",50207,"Atwima Mponua",NA,NA,"Agriculture",223,254.231707317073,82
"2352",50301,"Amansie East",NA,NA,"Visual Arts",322,338.075,40
"2353",50301,"Amansie East",NA,NA,"Agriculture",320,336.775,40
"2354",50301,"Amansie East",NA,NA,"Home Economics",327,338.1,40
"2355",50301,"Amansie East",NA,NA,"General Science",334,353.944444444444,90
"2356",50301,"Amansie East",NA,NA,"General Arts",340,354.975,160
"2357",50301,"Amansie East",NA,NA,"Business",333,350.5375,80
"2358",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Visual Arts",322,338.075,40
"2359",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Agriculture",320,336.775,40
"2360",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Home Economics",327,338.1,40
"2361",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Science",334,353.944444444444,90
"2362",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Arts",340,354.975,160
"2363",50301,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Business",333,350.5375,80
"2364",50302,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Arts",273,294.873333333333,150
"2365",50302,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Home Economics",274,294.825,40
"2366",50302,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Science",241,280.288888888889,45
"2367",50302,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Business",264,289.98,100
"2368",50302,"Amansie East",NA,NA,"General Arts",273,294.873333333333,150
"2369",50302,"Amansie East",NA,NA,"Home Economics",274,294.825,40
"2370",50302,"Amansie East",NA,NA,"General Science",241,280.288888888889,45
"2371",50302,"Amansie East",NA,NA,"Business",264,289.98,100
"2372",50303,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Technical",216,270.420289855072,69
"2373",50303,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Agriculture",243,282.0375,80
"2374",50303,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Arts",215,281.3125,80
"2375",50303,"Amansie Central",NA,NA,"Technical",216,270.420289855072,69
"2376",50303,"Amansie Central",NA,NA,"Agriculture",243,282.0375,80
"2377",50303,"Amansie Central",NA,NA,"General Arts",215,281.3125,80
"2378",50304,"Amansie East",NA,NA,"Business",212,259.849315068493,73
"2379",50304,"Amansie East",NA,NA,"General Arts",245,275.1125,80
"2380",50304,"Amansie East",NA,NA,"Technical",219,257,38
"2381",50304,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Business",212,259.849315068493,73
"2382",50304,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Arts",245,275.1125,80
"2383",50304,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Technical",219,257,38
"2384",50305,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Arts",216,264.452380952381,42
"2385",50305,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Home Economics",233,244.4,10
"2386",50305,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Technical",215,253.076923076923,13
"2387",50305,"Bosome Freho",NA,NA,"General Arts",216,264.452380952381,42
"2388",50305,"Bosome Freho",NA,NA,"Home Economics",233,244.4,10
"2389",50305,"Bosome Freho",NA,NA,"Technical",215,253.076923076923,13
"2390",50305,"",NA,NA,"General Arts",216,264.452380952381,42
"2391",50305,"",NA,NA,"Home Economics",233,244.4,10
"2392",50305,"",NA,NA,"Technical",215,253.076923076923,13
"2393",50307,"Amansie East",NA,NA,"General Arts",272,300.5,120
"2394",50307,"Amansie East",NA,NA,"Business",276,302.45,60
"2395",50307,"Amansie East",NA,NA,"Visual Arts",228,263.866666666667,60
"2396",50307,"Amansie East",NA,NA,"Home Economics",257,278.883333333333,60
"2397",50307,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"General Arts",272,300.5,120
"2398",50307,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Business",276,302.45,60
"2399",50307,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Visual Arts",228,263.866666666667,60
"2400",50307,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193,"Home Economics",257,278.883333333333,60
"2405",50401,"Amansie West",NA,NA,"General Science",214,260.985294117647,68
"2406",50401,"Amansie West",NA,NA,"Business",241,270.105,200
"2407",50401,"Amansie West",NA,NA,"General Arts",256,283.19,200
"2408",50401,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"General Science",214,260.985294117647,68
"2409",50401,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"Business",241,270.105,200
"2410",50401,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"General Arts",256,283.19,200
"2411",50402,"Amansie West",NA,NA,"General Arts",228,252.944444444444,18
"2412",50402,"Amansie West",NA,NA,"Technical",227,252.307692307692,13
"2413",50402,"Amansie West",NA,NA,"Business",214,247.533333333333,15
"2414",50402,"Amansie West",NA,NA,"Home Economics",217,238.857142857143,7
"2415",50402,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"General Arts",228,252.944444444444,18
"2416",50402,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"Technical",227,252.307692307692,13
"2417",50402,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"Business",214,247.533333333333,15
"2418",50402,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"Home Economics",217,238.857142857143,7
"2419",50403,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"General Arts",216,254.736842105263,114
"2420",50403,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"Business",219,248.567164179104,67
"2421",50403,"Amansie West (Manso-Nkwanta)",-1.8933699131012,6.43694496154785,"Agriculture",206,249.257142857143,70
"2422",50403,"Amansie West",NA,NA,"General Arts",216,254.736842105263,114
"2423",50403,"Amansie West",NA,NA,"Business",219,248.567164179104,67
"2424",50403,"Amansie West",NA,NA,"Agriculture",206,249.257142857143,70
"2425",50501,"Sekyere West",NA,NA,"Business",211,259.48,100
"2426",50501,"Sekyere West",NA,NA,"Home Economics",221,257.08,50
"2427",50501,"Sekyere West",NA,NA,"Visual Arts",247,267.72,50
"2428",50501,"Sekyere West",NA,NA,"Agriculture",261,287.14,50
"2429",50501,"Sekyere West",NA,NA,"General Arts",238,269.333333333333,150
"2430",50501,"Sekyere West",NA,NA,"General Science",226,271.536585365854,41
"2431",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Business",211,259.48,100
"2432",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Home Economics",221,257.08,50
"2433",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Visual Arts",247,267.72,50
"2434",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Agriculture",261,287.14,50
"2435",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"General Arts",238,269.333333333333,150
"2436",50501,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"General Science",226,271.536585365854,41
"2437",50502,"Sekyere West",NA,NA,"Home Economics",365,376.7,50
"2438",50502,"Sekyere West",NA,NA,"Visual Arts",339,359.92,50
"2439",50502,"Sekyere West",NA,NA,"General Science",351,373.35,100
"2440",50502,"Sekyere West",NA,NA,"General Arts",364,378.206666666667,150
"2441",50502,"Sekyere West",NA,NA,"Agriculture",324,351.48,50
"2442",50502,"Sekyere West",NA,NA,"Business",348,368.64,100
"2443",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Home Economics",365,376.7,50
"2444",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Visual Arts",339,359.92,50
"2445",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"General Science",351,373.35,100
"2446",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"General Arts",364,378.206666666667,150
"2447",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Agriculture",324,351.48,50
"2448",50502,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Business",348,368.64,100
"2449",50503,"Sekyere West",NA,NA,"Agriculture",273,299.46,100
"2450",50503,"Sekyere West",NA,NA,"Home Economics",300,315.9,50
"2451",50503,"Sekyere West",NA,NA,"General Arts",289,309.484,250
"2452",50503,"Sekyere West",NA,NA,"General Science",249,288.02,100
"2453",50503,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Agriculture",273,299.46,100
"2454",50503,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Home Economics",300,315.9,50
"2455",50503,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"General Arts",289,309.484,250
"2456",50503,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"General Science",249,288.02,100
"2457",50504,"Sekyere West",NA,NA,"Home Economics",241,265.7,50
"2458",50504,"Sekyere West",NA,NA,"General Arts",239,274.64,250
"2459",50504,"Sekyere West",NA,NA,"Business",253,289.213333333333,150
"2460",50504,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Home Economics",241,265.7,50
"2461",50504,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"General Arts",239,274.64,250
"2462",50504,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686,"Business",253,289.213333333333,150
"2468",50601,"Afigya Sekyere",NA,NA,"Agriculture",281,304.066666666667,60
"2469",50601,"Afigya Sekyere",NA,NA,"Business",273,301.477777777778,180
"2470",50601,"Afigya Sekyere",NA,NA,"General Science",282,311.016666666667,60
"2471",50601,"Afigya Sekyere",NA,NA,"General Arts",296,317.711111111111,180
"2472",50601,"Afigya Sekyere",NA,NA,"Home Economics",281,300.825,80
"2473",50601,"Afigya Sekyere",NA,NA,"Visual Arts",284,303.5,60
"2474",50601,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"Agriculture",281,304.066666666667,60
"2475",50601,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"Business",273,301.477777777778,180
"2476",50601,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"General Science",282,311.016666666667,60
"2477",50601,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"General Arts",296,317.711111111111,180
"2478",50601,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"Home Economics",281,300.825,80
"2479",50601,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"Visual Arts",284,303.5,60
"2480",50602,"Afigya Sekyere",NA,NA,"Home Economics",295,312.22,50
"2481",50602,"Afigya Sekyere",NA,NA,"General Arts",298,317.37,200
"2482",50602,"Afigya Sekyere",NA,NA,"General Science",294,324.36,50
"2483",50602,"Afigya Sekyere",NA,NA,"Business",290,311.03,100
"2484",50602,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"Home Economics",295,312.22,50
"2485",50602,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"General Arts",298,317.37,200
"2486",50602,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"General Science",294,324.36,50
"2487",50602,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"Business",290,311.03,100
"2488",50603,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"Home Economics",241,264.28,50
"2489",50603,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424,"General Arts",236,269.285714285714,140
